Frame,RX,RY,RZ,TX,TY,TZ
1371,0.870497,0.019132,0.037737,23.027405,122.488823,274.064972
1372,0.870183,0.017782,0.037521,22.999033,122.45327,274.088501
1373,0.869876,0.019627,0.038604,23.010946,122.521973,274.153809
1374,0.869773,0.018289,0.03773,22.97941,122.458252,274.142487
1375,0.870062,0.018334,0.037544,22.94245,122.508865,274.076111
1376,0.869282,0.018605,0.03798,22.985256,122.485886,274.148224
1377,0.869165,0.017866,0.037733,22.991114,122.566399,274.16806
1378,0.869034,0.018707,0.038115,23.01936,122.534149,274.172272
1379,0.869607,0.018856,0.037997,23.020138,122.547569,274.141754
1380,0.868976,0.018241,0.038296,23.076611,122.527061,274.234375
1381,0.869664,0.018499,0.037816,23.026972,122.584488,274.167175
1382,0.869369,0.017015,0.036811,23.013193,122.572304,274.232086
1383,0.869064,0.016343,0.036531,22.953632,122.576828,274.281708
1384,0.869102,0.01677,0.036904,22.98037,122.568085,274.375153
1385,0.868988,0.017854,0.038068,22.971098,122.658691,274.42041
1386,0.869169,0.017046,0.037744,22.927338,122.617249,274.476349
1387,0.868988,0.017274,0.038026,22.863892,122.681053,274.586456
1388,0.868597,0.016749,0.038461,22.822403,122.733955,274.694275
1389,0.868226,0.017839,0.03959,22.753174,122.833397,274.789886
1390,0.868219,0.017161,0.039878,22.712109,122.856697,274.944916
1391,0.867471,0.016644,0.03998,22.600269,122.997826,275.061096
1392,0.866891,0.018451,0.04208,22.630835,123.14286,275.20224
1393,0.866612,0.016831,0.041134,22.490332,123.23867,275.343353
1394,0.866368,0.015726,0.040768,22.408073,123.340111,275.485779
1395,0.865272,0.017537,0.042873,22.478529,123.49987,275.613129
1396,0.865243,0.01799,0.042845,22.41898,123.555779,275.772369
1397,0.864005,0.017442,0.043068,22.424814,123.782761,275.931702
1398,0.863374,0.017409,0.042537,22.418234,123.842461,276.099518
1399,0.862474,0.01693,0.042216,22.419489,123.95256,276.326172
1400,0.862067,0.017319,0.042555,22.472181,123.998192,276.553864
1401,0.860323,0.016612,0.041866,22.519587,124.143753,276.904266
1402,0.859659,0.017194,0.042568,22.535355,124.211823,277.202026
1403,0.858312,0.017514,0.042859,22.571522,124.391319,277.617249
1404,0.858517,0.017075,0.042766,22.551384,124.473412,277.950104
1405,0.858601,0.017276,0.04281,22.538097,124.679138,278.368042
1406,0.85607,0.016622,0.043048,22.567974,124.925446,278.999878
1407,0.8549,0.017147,0.043591,22.55611,125.078339,279.515839
1408,0.853146,0.017315,0.043132,22.551977,125.274284,280.214844
1409,0.851859,0.019272,0.044168,22.657948,125.552727,280.834595
1410,0.851711,0.017661,0.042491,22.626274,125.67897,281.432465
1411,0.849935,0.01879,0.042542,22.707499,125.848473,282.140289
1412,0.848123,0.020392,0.042645,22.795137,126.134979,282.833984
1413,0.847022,0.01812,0.039799,22.803886,126.31385,283.386688
1414,0.843579,0.023112,0.0436,23.160254,126.512543,284.035339
1415,0.837371,0.021242,0.040857,23.20063,126.898689,284.892059
1416,0.835494,0.020995,0.039173,23.288662,127.082047,285.460632
1417,0.832351,0.023152,0.039825,23.500587,127.301636,286.097961
1418,0.830147,0.022091,0.037338,23.550371,127.372635,286.624298
1419,0.82807,0.022171,0.035371,23.56922,127.502533,287.132629
1420,0.823515,0.021933,0.033,23.63192,127.650589,287.809082
1421,0.820449,0.022563,0.030638,23.618683,127.832573,288.375946
1422,0.816405,0.022828,0.028643,23.643162,127.99929,289.081451
1423,0.811972,0.023472,0.027409,23.681362,128.103088,289.839294
1424,0.808206,0.023886,0.026005,23.750282,128.202881,290.552429
1425,0.804267,0.023448,0.023859,23.78861,128.317749,291.299805
1426,0.800004,0.025667,0.023613,23.884981,128.442535,292.087677
1427,0.796956,0.025739,0.022746,23.953005,128.595734,292.794189
1428,0.792179,0.024894,0.020962,23.908974,128.707397,293.58136
1429,0.788049,0.025941,0.020915,23.970562,128.741058,294.312927
1430,0.783555,0.02609,0.020805,24.029688,128.882736,295.090179
1431,0.77877,0.026667,0.02045,23.984943,128.993973,295.883759
1432,0.774969,0.02611,0.019181,23.950125,129.137634,296.577698
1433,0.770164,0.026509,0.018518,23.883799,129.212296,297.386169
1434,0.765876,0.02583,0.017811,23.812588,129.296005,298.124084
1435,0.761606,0.026942,0.017583,23.784637,129.386551,298.878326
1436,0.756758,0.028408,0.014196,23.832212,129.267471,299.353271
1437,0.752872,0.027842,0.012681,23.789919,129.333008,299.944
1438,0.748397,0.026274,0.011821,23.749275,129.409546,300.623535
1439,0.744913,0.026831,0.011022,23.734365,129.39502,301.27182
1440,0.740734,0.029253,0.011936,23.902691,129.498352,301.842102
1441,0.736332,0.028546,0.010655,23.93701,129.600006,302.485931
1442,0.729582,0.02974,0.012879,23.990023,129.873856,303.302399
1443,0.72037,0.029961,0.01433,24.11418,130.241898,304.286255
1444,0.717868,0.029322,0.013394,24.033058,130.179581,304.75766
1445,0.715546,0.028494,0.013235,23.945105,130.159653,305.22049
1446,0.712456,0.027814,0.012671,23.851164,130.175888,305.731384
1447,0.709384,0.026805,0.015302,23.592709,130.256088,306.240753
1448,0.705863,0.023827,0.01646,23.295744,130.341095,306.649811
1449,0.70202,0.01974,0.016708,23.294609,130.378845,307.156372
1450,0.697659,0.020018,0.01746,23.191317,130.344559,307.690002
1451,0.693292,0.018447,0.017638,23.189352,130.347382,308.2211
1452,0.689373,0.017094,0.017543,23.104164,130.462845,308.680023
1453,0.685315,0.017643,0.018379,23.056259,130.499619,309.093323
1454,0.680752,0.015496,0.018451,23.001171,130.580872,309.553314
1455,0.676428,0.014611,0.01878,22.969284,130.59169,309.946503
1456,0.672392,0.013086,0.018705,22.882532,130.729675,310.319733
1457,0.667938,0.012527,0.019309,22.880117,130.770508,310.648285
1458,0.663259,0.012208,0.020653,22.874395,130.812332,311.01944
1459,0.659193,0.011222,0.020446,22.79553,130.910095,311.329712
1460,0.65441,0.010704,0.020979,22.68928,130.962799,311.574982
1461,0.650036,0.008658,0.021326,22.674295,130.968109,311.87619
1462,0.645833,0.008001,0.021484,22.608536,131.043442,312.113556
1463,0.64139,0.006629,0.021642,22.523209,131.092361,312.393616
1464,0.637221,0.005331,0.02176,22.503403,131.116837,312.612823
1465,0.632719,0.004565,0.02231,22.43693,131.182541,312.83783
1466,0.628387,0.003691,0.022565,22.357676,131.269699,312.978729
1467,0.623648,0.002352,0.022943,22.338171,131.337051,313.11261
1468,0.619557,0.001326,0.023566,22.267881,131.411835,313.194946
1469,0.614987,0.000022,0.02371,22.258938,131.49144,313.221497
1470,0.610825,-0.001621,0.024208,22.226688,131.551086,313.306824
1471,0.606865,-0.00208,0.024896,22.145775,131.703506,313.309875
1472,0.602676,-0.004002,0.025119,22.077442,131.752335,313.329681
1473,0.598745,-0.005413,0.025562,22.037203,131.881622,313.288147
1474,0.595122,-0.005592,0.026013,21.940258,132.003784,313.260895
1475,0.591529,-0.00572,0.026509,21.850254,132.055176,313.246918
1476,0.587893,-0.007556,0.026784,21.798079,132.174362,313.222504
1477,0.582455,-0.007946,0.026906,21.778376,132.141632,312.834198
1478,0.578054,-0.006299,0.027154,21.566851,132.16127,312.705841
1479,0.574052,-0.006569,0.02734,21.484585,132.271667,312.523926
1480,0.570391,-0.007536,0.027173,21.448635,132.337784,312.310028
1481,0.566019,-0.008427,0.027666,21.387669,132.473465,312.089661
1482,0.562256,-0.008947,0.027998,21.353132,132.580231,311.783813
1483,0.558149,-0.00915,0.028406,21.272551,132.661346,311.485779
1484,0.554115,-0.009633,0.028852,21.218712,132.737183,311.146881
1485,0.549843,-0.011259,0.028713,21.15497,132.776016,310.825409
1486,0.545973,-0.012183,0.028952,21.123835,132.85936,310.445312
1487,0.542199,-0.01297,0.028999,21.094271,132.918747,310.063965
1488,0.538557,-0.012735,0.0297,21.025375,133.092575,309.620483
1489,0.534824,-0.013727,0.030091,20.980942,133.114929,309.255402
1490,0.530733,-0.013439,0.030444,20.881405,133.244019,308.77652
1491,0.526741,-0.013811,0.030623,20.842562,133.280075,308.308838
1492,0.523497,-0.014052,0.030739,20.70857,133.442764,307.841614
1493,0.519342,-0.015146,0.030675,20.657152,133.44487,307.391022
1494,0.515842,-0.0148,0.031002,20.592035,133.565933,306.893585
1495,0.51221,-0.014906,0.031278,20.500576,133.651016,306.434052
1496,0.508362,-0.01502,0.031119,20.350019,133.803711,305.930359
1497,0.50509,-0.014023,0.031429,20.285725,133.897598,305.462708
1498,0.501016,-0.014289,0.032148,20.162115,133.989899,304.932739
1499,0.497285,-0.014158,0.031727,20.025307,134.08551,304.479431
1500,0.493549,-0.014496,0.031994,19.918751,134.134262,303.987946
1501,0.490394,-0.01535,0.030549,19.762665,134.185577,303.518158
1502,0.486522,-0.015465,0.030687,19.594341,134.156174,303.01886
1503,0.482502,-0.015479,0.030646,19.436285,134.189774,302.589813
1504,0.482795,-0.015478,0.030248,19.232458,134.02298,301.856323
1505,0.480266,-0.015579,0.029489,19.141542,134.042343,301.476227
1506,0.479776,-0.015955,0.029291,18.958811,134.008148,301.179626
1507,0.478059,-0.015332,0.029403,18.776716,133.961334,300.753937
1508,0.476257,-0.015431,0.029217,18.641975,133.985901,300.359314
1509,0.473569,-0.015029,0.028767,18.487072,134.039749,299.962433
1510,0.471584,-0.015237,0.028096,18.226603,134.144775,299.567169
1511,0.469773,-0.014582,0.02745,18.027601,134.209915,299.118713
1512,0.466575,-0.014175,0.027144,17.871284,134.208374,298.776794
1513,0.464893,-0.013518,0.027217,17.654774,134.268082,298.315308
1514,0.462407,-0.012722,0.026806,17.493139,134.365417,297.897247
1515,0.459625,-0.012096,0.026618,17.338255,134.384644,297.488434
1516,0.457344,-0.011231,0.026334,17.138388,134.373596,297.112427
1517,0.455404,-0.010482,0.026277,16.941313,134.467972,296.684753
1518,0.453822,-0.009618,0.025596,16.820757,134.293854,296.051575
1519,0.452122,-0.009076,0.024833,16.594841,134.386322,295.717072
1520,0.450006,-0.008601,0.024243,16.316776,134.462585,295.348053
1521,0.448372,-0.007889,0.024119,16.134579,134.562454,294.948761
1522,0.447079,-0.006684,0.023353,15.971254,134.569305,294.658264
1523,0.445262,-0.004908,0.021359,15.823051,134.607239,294.260529
1524,0.443214,-0.004988,0.020763,15.600484,134.630173,293.837189
1525,0.439938,-0.002995,0.024018,15.285296,134.957733,293.415405
1526,0.43856,-0.002146,0.022854,15.083256,134.89035,293.011536
1527,0.435022,0.002551,0.024758,15.021692,135.070251,292.64386
1528,0.434588,-0.001402,0.020981,14.653343,134.985916,292.219269
1529,0.432137,0.003437,0.023478,14.675048,135.089096,291.837708
1530,0.430018,0.005019,0.023274,14.514324,135.098465,291.427704
1531,0.43462,-0.000548,0.017507,14.072836,134.854736,290.687012
1532,0.432195,0.000243,0.016363,13.826892,134.843903,290.223785
1533,0.431503,0.001554,0.016022,13.671352,134.828796,289.762207
1534,0.429468,0.001592,0.0151,13.480102,134.812683,289.343445
1535,0.428509,0.004458,0.015487,13.375608,134.920441,288.881165
1536,0.427938,0.003025,0.012339,13.051309,134.877945,288.441559
1537,0.426797,0.004563,0.012737,12.899972,134.967163,288.001465
1538,0.425726,0.004707,0.011454,12.643488,135.007462,287.607666
1539,0.424193,0.006141,0.011305,12.532718,135.075027,287.232025
1540,0.422281,0.008894,0.012562,12.488186,135.187927,286.868805
1541,0.421841,0.00843,0.010484,12.212267,135.17041,286.475494
1542,0.420411,0.01047,0.010538,11.981288,135.306244,286.10965
1543,0.419124,0.010133,0.009632,11.767669,135.371063,285.698212
1544,0.417933,0.009686,0.007771,11.507858,135.437439,285.328888
1545,0.417159,0.009276,0.007731,11.355312,135.545486,284.878143
1546,0.416181,0.010182,0.006998,11.147696,135.593842,284.599091
1547,0.414632,0.011809,0.007096,11.035439,135.706345,284.2211
1548,0.414326,0.013682,0.006441,10.825627,135.877762,283.782349
1549,0.41305,0.012602,0.006366,10.632312,136.025589,283.427551
1550,0.412295,0.012117,0.005406,10.462449,136.096741,283.021973
1551,0.411756,0.012938,0.004686,10.237028,136.231461,282.665283
1552,0.41101,0.013652,0.004841,10.120045,136.282028,282.357239
1553,0.409836,0.011954,0.003071,9.786234,136.398499,282.072174
1554,0.408484,0.013936,0.004365,9.67825,136.573502,281.737793
1555,0.407678,0.013935,0.003131,9.394591,136.700958,281.441437
1556,0.406572,0.013729,0.002935,9.17111,136.869415,281.10321
1557,0.404874,0.015823,0.004197,9.177959,136.95459,280.889435
1558,0.404373,0.014855,0.003202,8.882714,137.101654,280.618835
1559,0.403276,0.015038,0.002924,8.784627,137.303864,280.279663
1560,0.402692,0.014841,0.002833,8.62042,137.391022,279.98819
1561,0.401586,0.015802,0.002947,8.416818,137.574188,279.738586
1562,0.40055,0.015199,0.002535,8.262979,137.663101,279.509003
1563,0.398916,0.01607,0.00343,8.134662,137.736267,279.305939
1564,0.398597,0.016824,0.003564,7.956759,137.939178,279.010498
1565,0.397416,0.016264,0.003739,7.810801,138.088577,278.809418
1566,0.3965,0.016814,0.004251,7.64236,138.192474,278.636841
1567,0.39552,0.016267,0.003599,7.465909,138.324829,278.411774
1568,0.395271,0.015107,0.002934,7.282264,138.44046,278.148834
1569,0.394311,0.015341,0.003386,7.103558,138.573547,277.959473
1570,0.393018,0.015268,0.003724,6.936906,138.661987,277.766724
1571,0.392569,0.014364,0.003308,6.777928,138.819778,277.569763
1572,0.391398,0.014671,0.004247,6.652565,138.951538,277.341003
1573,0.391264,0.016151,0.004125,6.499708,139.101837,277.076935
1574,0.389724,0.016599,0.00488,6.424,139.184204,276.951599
1575,0.389169,0.017303,0.005047,6.316994,139.269348,276.762177
1576,0.388207,0.01697,0.00504,6.147417,139.384674,276.541595
1577,0.387453,0.015889,0.004775,6.068143,139.444244,276.346283
1578,0.387002,0.016201,0.005092,5.957523,139.550354,276.121918
1579,0.385469,0.016427,0.005925,5.872572,139.674454,275.982971
1580,0.385216,0.016402,0.006275,5.803115,139.74733,275.768524
1581,0.384563,0.015942,0.006258,5.673102,139.829987,275.625244
1582,0.38345,0.016154,0.00623,5.549256,139.959579,275.44339
1583,0.383047,0.016249,0.00727,5.449173,140.13942,275.255127
1584,0.382683,0.014914,0.005785,5.341206,140.195465,275.051544
1585,0.38199,0.014679,0.006515,5.213336,140.351639,274.857422
1586,0.381455,0.015248,0.006903,5.177974,140.436157,274.713043
1587,0.380471,0.015376,0.007808,5.136302,140.518082,274.555084
1588,0.379818,0.014411,0.007583,4.911804,140.68869,274.326263
1589,0.379443,0.011894,0.006596,4.881283,140.701279,274.195831
1590,0.37876,0.014476,0.008044,4.871112,140.834717,273.985809
1591,0.377821,0.014354,0.008844,4.810163,140.925934,273.833923
1592,0.377362,0.011845,0.007273,4.698501,140.934647,273.729523
1593,0.376902,0.012147,0.007732,4.635961,140.996155,273.585114
1594,0.375446,0.013525,0.009569,4.614007,141.173035,273.422028
1595,0.375713,0.012006,0.008927,4.456126,141.208252,273.307312
1596,0.37572,0.011179,0.00735,4.400675,141.253159,273.184052
1597,0.374435,0.010297,0.007583,4.363541,141.280167,273.141174
1598,0.373466,0.012871,0.009647,4.315288,141.485046,272.924438
1599,0.37335,0.010556,0.008829,4.238345,141.481644,272.812958
1600,0.373238,0.011028,0.009403,4.184671,141.605301,272.580902
1601,0.371978,0.010723,0.009377,4.177757,141.676208,272.570984
1602,0.371826,0.00958,0.009556,3.976327,141.756805,272.379089
1603,0.371187,0.009544,0.009619,4.019832,141.832047,272.266754
1604,0.371035,0.008823,0.009524,3.875597,141.93869,272.074371
1605,0.370274,0.010327,0.010697,3.887974,141.990768,271.95813
1606,0.370037,0.009944,0.010786,3.790164,142.053787,271.811737
1607,0.369954,0.009024,0.010233,3.700266,142.058167,271.672821
1608,0.368879,0.008817,0.010957,3.685921,142.191666,271.526978
1609,0.368579,0.009298,0.011121,3.663396,142.223328,271.357361
1610,0.367958,0.007908,0.011111,3.593291,142.253662,271.313354
1611,0.367772,0.008322,0.010979,3.564408,142.318909,271.156006
1612,0.367405,0.008068,0.011409,3.51573,142.3862,270.958496
1613,0.366576,0.00762,0.010936,3.445655,142.429718,270.853455
1614,0.366188,0.00824,0.012214,3.388381,142.462524,270.713501
1615,0.366076,0.008541,0.011737,3.378057,142.524094,270.515778
1616,0.365452,0.006655,0.011301,3.309266,142.555145,270.427643
1617,0.365009,0.008267,0.012264,3.313503,142.585495,270.303406
1618,0.363995,0.006928,0.011868,3.238348,142.589905,270.106476
1619,0.363445,0.00756,0.012311,3.235336,142.660263,270.018463
1620,0.363061,0.007655,0.012695,3.114961,142.682098,269.944794
1621,0.362347,0.006818,0.012524,3.098353,142.672943,269.78772
1622,0.362186,0.006059,0.012158,3.004503,142.74823,269.635925
1623,0.361855,0.006183,0.012266,2.880175,142.81665,269.509186
1624,0.355645,0.008478,0.017174,2.788792,142.863983,268.952911
1625,0.355233,0.005916,0.015602,2.704141,142.823776,268.785492
1626,0.354799,0.006615,0.015593,2.634781,142.839386,268.607788
1627,0.353715,0.007196,0.01578,2.598375,142.955963,268.490051
1628,0.352779,0.006557,0.016136,2.524248,143.004089,268.379608
1629,0.351746,0.008459,0.016565,2.519595,143.062073,268.246643
1630,0.351213,0.007397,0.016289,2.370886,143.06868,268.08194
1631,0.350569,0.006287,0.014829,2.212455,142.803375,267.535706
1632,0.349926,0.006676,0.014414,2.234626,142.784317,267.452911
1633,0.349073,0.006643,0.014727,2.164742,142.807693,267.337891
1634,0.347792,0.006064,0.014865,2.034409,142.839325,267.168671
1635,0.346944,0.006037,0.015017,2.042186,142.870697,267.001465
1636,0.346272,0.006734,0.014976,1.967136,142.900513,266.857788
1637,0.345561,0.007435,0.015223,1.932998,142.94342,266.697876
1638,0.344452,0.00825,0.015037,1.83078,142.990326,266.581909
1639,0.343425,0.008356,0.015255,1.808352,142.998703,266.471924
1640,0.342956,0.006839,0.015063,1.713366,142.993439,266.352539
1641,0.342835,0.007225,0.014223,1.642328,143.042862,266.165863
1642,0.342064,0.008337,0.015407,1.635859,143.072861,266.040344
1643,0.341168,0.00886,0.015712,1.523954,143.125412,265.854736
1644,0.339594,0.009683,0.015985,1.462386,143.182037,265.805298
1645,0.339192,0.009745,0.016414,1.398701,143.276337,265.64978
1646,0.339213,0.009652,0.016174,1.320365,143.248489,265.48111
1647,0.33844,0.010827,0.016947,1.230852,143.303879,265.308472
1648,0.33784,0.009096,0.016157,1.123906,143.307312,265.200928
1649,0.337076,0.009905,0.016944,1.123782,143.34996,265.143951
1650,0.337197,0.010447,0.016859,1.045061,143.353348,264.974304
1651,0.336599,0.008893,0.016069,0.846723,143.456894,264.847046
1652,0.33693,0.008794,0.0163,0.787816,143.455963,264.715179
1653,0.336172,0.010393,0.017369,0.81657,143.553406,264.646851
1654,0.336459,0.009692,0.016946,0.661785,143.677399,264.510773
1655,0.335803,0.008964,0.016916,0.552939,143.746109,264.466614
1656,0.335243,0.00944,0.018053,0.549327,143.785187,264.578796
1657,0.336211,0.008755,0.017542,0.444645,143.83255,264.56839
1658,0.33531,0.008305,0.018185,0.420818,143.890778,264.738647
1659,0.335318,0.008374,0.018636,0.292654,144.01088,264.81134
1660,0.334981,0.007617,0.019032,0.325948,144.074509,264.883362
1661,0.334754,0.008366,0.018769,0.29657,144.118637,264.903259
1662,0.334143,0.008388,0.019758,0.265428,144.236725,264.928345
1663,0.333398,0.008358,0.02116,0.282083,144.337006,264.974792
1664,0.333193,0.007263,0.021087,0.327082,144.403839,265.007812
1665,0.333078,0.007811,0.021981,0.375084,144.477219,265.02179
1666,0.333209,0.005777,0.021052,0.317942,144.542953,265.027283
1667,0.332993,0.006434,0.022107,0.365518,144.590881,265.087524
1668,0.332916,0.00652,0.021941,0.331073,144.692398,265.112793
1669,0.332383,0.006285,0.02261,0.356385,144.710678,265.17041
1670,0.332035,0.006796,0.022357,0.312138,144.70874,265.216125
1671,0.331619,0.006365,0.022648,0.306163,144.739563,265.222931
1672,0.331586,0.006144,0.022797,0.308723,144.780136,265.203827
1673,0.331434,0.007229,0.023143,0.325881,144.794388,265.264801
1674,0.330752,0.007249,0.023932,0.331071,144.858963,265.276855
1675,0.331265,0.005535,0.022243,0.247349,144.861328,265.25354
1676,0.330941,0.006418,0.022439,0.314528,144.866821,265.298065
1677,0.330744,0.006094,0.022178,0.202532,144.946091,265.23877
1678,0.329631,0.007278,0.023144,0.297348,144.954605,265.289032
1679,0.330043,0.00624,0.02265,0.26408,145.004807,265.256531
1680,0.329203,0.008089,0.023923,0.383413,145.068298,265.301208
1681,0.328679,0.007553,0.023471,0.317883,145.106995,265.301025
1682,0.327672,0.012589,0.027118,0.522141,145.291901,265.33493
1683,0.32958,0.00626,0.021859,0.275638,145.209961,265.223358
1684,0.329048,0.006157,0.021835,0.254617,145.247681,265.325317
1685,0.328869,0.005233,0.021394,0.199515,145.269363,265.386841
1686,0.328637,0.006364,0.021313,0.240311,145.317688,265.386597
1687,0.326256,0.013512,0.026163,0.516197,145.540329,265.471039
1688,0.325704,0.013177,0.025838,0.458861,145.582123,265.473236
1689,0.32687,0.00592,0.020809,0.139542,145.554123,265.452637
1690,0.327205,0.005207,0.01979,0.159167,145.533783,265.421692
1691,0.324663,0.013639,0.02538,0.49434,145.68605,265.465088
1692,0.326157,0.004444,0.018771,0.063437,145.625473,265.415436
1693,0.325715,0.005367,0.018476,0.127895,145.656876,265.456909
1694,0.325343,0.0047,0.017989,0.098432,145.812042,265.420197
1695,0.324601,0.004131,0.017025,0.064384,145.797516,265.446564
1696,0.324293,0.004339,0.016861,0.041471,145.90062,265.437164
1697,0.323979,0.003807,0.015849,0.068404,145.910721,265.479523
1698,0.322907,0.005675,0.016445,0.058611,145.9944,265.556305
1699,0.32266,0.004201,0.015104,0.022708,146.122742,265.540161
1700,0.321322,0.006241,0.016311,0.068391,146.214172,265.585785
1701,0.321198,0.005339,0.014868,-0.016676,146.236008,265.576599
1702,0.32013,0.005761,0.014527,-0.032143,146.329971,265.625946
1703,0.320474,0.005448,0.01321,-0.083949,146.455414,265.580658
1704,0.319422,0.004364,0.012821,-0.087008,146.540848,265.603912
1705,0.318537,0.006754,0.013653,-0.079575,146.679367,265.612823
1706,0.318532,0.004168,0.011561,-0.214486,146.762756,265.535248
1707,0.318128,0.004608,0.013389,-0.245451,146.975449,265.671051
1708,0.316747,0.006919,0.012541,-0.144173,147.070084,265.595947
1709,0.315997,0.005695,0.011461,-0.14139,147.153839,265.539764
1710,0.315058,0.005089,0.01126,-0.255359,147.34111,265.491028
1711,0.314404,0.006457,0.010378,-0.137105,147.473541,265.357971
1712,0.312993,0.00384,0.009347,-0.254865,147.661774,265.234436
1713,0.312026,0.005843,0.008753,-0.134916,147.86116,265.14679
1714,0.310882,0.005603,0.010066,-0.168307,148.125366,264.976715
1715,0.309976,0.006022,0.010671,-0.216445,148.3936,264.740356
1716,0.309119,0.004799,0.008767,-0.31242,148.586945,264.535797
1717,0.30813,0.004374,0.009293,-0.322295,148.872513,264.301941
1718,0.307199,0.005382,0.00894,-0.334718,149.06015,264.063293
1719,0.305845,0.003314,0.008816,-0.384336,149.405457,263.740082
1720,0.305123,0.002882,0.008284,-0.445043,149.661758,263.426331
1721,0.304572,0.000942,0.007694,-0.562218,149.98822,263.05368
1722,0.303391,0.001575,0.008819,-0.608614,150.26918,262.751892
1723,0.302186,0.000614,0.008461,-0.658514,150.574356,262.404938
1724,0.301923,0.001895,0.008175,-0.724466,150.893295,261.979187
1725,0.300195,0.001992,0.008922,-0.748756,151.208679,261.615814
1726,0.29945,0.000126,0.008006,-0.865969,151.569107,261.116821
1727,0.298392,0.000182,0.008634,-0.901831,151.963181,260.635529
1728,0.297798,-0.002192,0.00769,-1.060653,152.273941,260.092438
1729,0.29682,0.000318,0.009037,-1.046812,152.6017,259.651184
1730,0.295641,-0.001161,0.009046,-1.123455,152.91571,259.231506
1731,0.294333,-0.002617,0.009276,-1.273165,153.250931,258.96283
1732,0.292953,-0.003997,0.008968,-1.421178,153.506424,259.006256
1733,0.291224,-0.003879,0.009182,-1.498754,153.806641,259.246063
1734,0.289569,-0.005124,0.008742,-1.753647,154.041885,259.489227
1735,0.287925,-0.004995,0.008986,-1.869656,154.276962,259.613098
1736,0.28658,-0.005487,0.009142,-2.088874,154.665527,259.717682
1737,0.285239,-0.00655,0.008719,-2.234061,154.919754,259.84314
1738,0.283588,-0.008037,0.008451,-2.410251,155.241714,259.957855
1739,0.282279,-0.006789,0.008248,-2.500373,155.462234,260.057159
1740,0.281065,-0.007914,0.007488,-2.577128,155.707535,260.169006
1741,0.279579,-0.009494,0.007239,-2.606482,155.940613,260.28537
1742,0.27801,-0.008423,0.007677,-2.549595,156.240753,260.435699
1743,0.277561,-0.008535,0.006915,-2.656157,156.507355,260.502167
1744,0.276804,-0.009201,0.007228,-2.595748,156.699738,260.681183
1745,0.276094,-0.009466,0.006365,-2.641492,156.974487,260.800446
1746,0.275416,-0.01069,0.00611,-2.618299,157.270309,260.922058
1747,0.274492,-0.009582,0.005973,-2.601464,157.443756,261.080109
1748,0.273534,-0.009857,0.005545,-2.560034,157.737274,261.253723
1749,0.272971,-0.008228,0.005477,-2.588618,157.908829,261.37973
1750,0.272517,-0.008741,0.004526,-2.58626,158.051407,261.539551
1751,0.272118,-0.009338,0.003526,-2.633289,158.232864,261.610931
1752,0.270968,-0.0072,0.003567,-2.576797,158.466309,261.757629
1753,0.270983,-0.006597,0.002656,-2.639128,158.599197,261.862488
1754,0.270388,-0.004471,0.001974,-2.60661,158.734955,262.04953
1755,0.269718,-0.00307,0.002587,-2.497401,158.894165,262.250854
1756,0.26983,-0.003339,0.001159,-2.553285,159.01004,262.450745
1757,0.269388,-0.000767,0.001094,-2.558295,159.108856,262.768341
1758,0.268909,0.001721,0.001785,-2.431706,159.248672,263.108002
1759,0.268163,0.003941,0.002344,-2.372597,159.331726,263.574219
1760,0.268244,0.007228,0.002306,-2.370723,159.385406,264.024078
1761,0.267695,0.010418,0.003628,-2.308472,159.490234,264.471436
1762,0.267634,0.010531,0.003203,-2.30407,159.519913,264.936859
1763,0.267571,0.01351,0.003819,-2.321571,159.520126,265.439087
1764,0.267203,0.015486,0.004438,-2.281317,159.548813,266.100616
1765,0.266846,0.017929,0.004635,-2.378855,159.473358,266.813477
1766,0.265939,0.019863,0.0047,-2.430758,159.442627,267.535126
1767,0.265698,0.020093,0.005869,-2.583505,159.335495,268.253967
1768,0.265216,0.022255,0.004825,-2.441215,159.242493,268.972382
1769,0.259865,0.025397,0.013449,-2.812467,159.23526,269.600281
1770,0.258895,0.027308,0.013445,-2.888831,159.152863,270.368469
1771,0.257993,0.027926,0.013212,-2.981751,158.986618,271.177124
1772,0.25616,0.02919,0.015147,-2.903547,158.831131,272.145386
1773,0.25453,0.031683,0.013066,-2.764731,158.557175,273.136658
1774,0.252219,0.033193,0.014789,-2.967565,158.464874,273.915527
1775,0.25024,0.033076,0.014927,-3.074513,158.254456,274.815033
1776,0.247106,0.035125,0.016352,-3.273077,158.021271,275.83136
1777,0.244603,0.035176,0.016728,-3.318173,157.773682,276.76004
1778,0.242564,0.03518,0.016422,-3.492832,157.534378,277.68042
1779,0.239807,0.039577,0.018172,-3.445183,157.278183,278.717255
1780,0.237693,0.038674,0.017796,-3.598406,157.00444,279.544281
1781,0.234727,0.039723,0.018898,-3.58875,156.713821,280.58493
1782,0.232518,0.041985,0.018441,-3.674136,156.476944,281.52243
1783,0.228795,0.042323,0.019025,-3.59555,156.201645,282.684296
1784,0.225937,0.041429,0.018542,-3.597951,155.957291,283.649536
1785,0.222859,0.041984,0.018662,-3.572174,155.734619,284.635529
1786,0.218292,0.042673,0.018922,-3.587795,155.364136,285.789856
1787,0.215045,0.04209,0.018648,-3.54568,155.078171,286.73349
1788,0.210526,0.041961,0.018592,-3.555984,154.778641,287.684631
